GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,unclassified,288,19034,0.0.0.0,66090.27777777778
gi|470878956|ref|NZ_ANOH01000039.1|:c2618-978|1263869|g__Rhodopirellula.s__Rhodopirellula_sallentina|UniRef90_M5U9Y1|UniRef50_M5U9Y1,root;k_Bacteria,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,1641,1,4.2.1.2,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1641,1,4.2.1.2,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:6131094-6132734|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YE73|UniRef50_E6SRW3,unclassified,1641,1,3.2.1.52,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,1,4.2.1.2,0.6093845216331505
gi|555554588|ref|NZ_KI530593.1|:2739-4379|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q7N5|UniRef50_V2Q7N5,unclassified,1641,1,3.6.1.1,0.6093845216331505
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria,1641,1,0.0.0.0,0.6093845216331505
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus hirae,1641,1,0.0.0.0,0.6093845216331505
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Pontibacter;s_Pontibacter korlensis,1641,1,0.0.0.0,0.6093845216331505
gi|555546126|ref|NZ_KI530573.1|:236328-237968|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q2F7|UniRef50_Q9HRZ1,unclassified,1641,1,5.4.99.2,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:2372437-2375718|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVP6|UniRef50_W6TQM2,unclassified,3282,2,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Paraglaciecola;s_Paraglaciecola psychrophila,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium sp. ML3W,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Cyanobacteria;c_;o_Nostocales;f_Nostocaceae;g_Trichormus;s_Trichormus azollae,1641,1,0.0.0.0,0.6093845216331505
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter sp. PAMC 26640,1641,1,0.0.0.0,0.6093845216331505
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria;p_Deferribacteres;c_Deferribacteres;o_Deferribacterales;f_Deferribacteraceae;g_Calditerrivibrio;s_Calditerrivibrio nitroreducens,1641,1,0.0.0.0,0.6093845216331505
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus pseudofirmus,1641,1,0.0.0.0,0.6093845216331505
gi|562948071|gb|AYVM01000004.1|:357075-358715|1287085|g__Mesorhizobium.s__Mesorhizobium_loti|UniRef90_X5PHG9|UniRef50_Q8YGI2,unclassified,1641,1,0.0.0.0,0.6093845216331505
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,1,0.0.0.0,0.6093845216331505
gi|410101285|ref|NZ_JH976471.1|:1679676-1681316|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1641,1,4.2.1.2,0.6093845216331505
gi|522837947|ref|NZ_KE159513.1|:929004-930644|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHR9|UniRef50_K5ZHR9,unclassified,1641,1,2.7.13.3,0.6093845216331505
gi|410101285|ref|NZ_JH976471.1|:1226714-1229995|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,3282,2,0.0.0.0,0.6093845216331505
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1641,1,0.0.0.0,0.6093845216331505
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1641,1,0.0.0.0,0.6093845216331505
gi|483985143|ref|NZ_KB892704.1|:c48320-45036|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003761F68|UniRef50_UPI0003761F68,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3285,2,0.0.0.0,0.60882800608828
gi|396483976|ref|XM_003841787.1||5022|g__Leptosphaeria.s__Leptosphaeria_maculans|UniRef90_E5A411|UniRef50_E5A411,unclassified,1647,1,0.0.0.0,0.607164541590771
gi|522837958|ref|NZ_KE159524.1|:199502-201148|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B3Q6|UniRef50_N2B3Q6,unclassified,1647,1,0.0.0.0,0.607164541590771
gi|498503065|ref|NZ_KB822571.1|:4893234-4894880|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1647,1,2.7.1.90,0.607164541590771
gi|522837953|ref|NZ_KE159519.1|:c16126-14480|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1647,1,2.7.1.90,0.607164541590771
gi|70728250|ref|NC_004129.6|:c2754090-2752444|380021|g__Pseudomonas.s__Pseudomonas_protegens|UniRef90_Q4KDT9|UniRef50_B5SL97,unclassified,1647,1,0.0.0.0,0.607164541590771
gi|410101286|ref|NZ_JH976472.1|:24212-25861|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A234|UniRef50_R6IRV4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1650,1,0.0.0.0,0.6060606060606061
gi|498503065|ref|NZ_KB822571.1|:135630-137279|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BE93|UniRef50_N2BE93,unclassified,1650,1,0.0.0.0,0.6060606060606061
gi|490134789|ref|NZ_KB822565.1|:c487253-485604|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZH72|UniRef50_R9KS55,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter;s_Helicobacter pylori,1650,1,0.0.0.0,0.6060606060606061
gi|490137351|ref|NZ_KB822567.1|:153188-154840|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z793|UniRef50_N1Z793,unclassified,1653,1,0.0.0.0,0.6049606775559588
gi|498503065|ref|NZ_KB822571.1|:4021022-4024327|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_K5ZVD9,unclassified,3306,2,0.0.0.0,0.6049606775559588
gi|498503065|ref|NZ_KB822571.1|:c5578851-5577199|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_J9GUR1,unclassified,1653,1,0.0.0.0,0.6049606775559588
gi|498503065|ref|NZ_KB822571.1|:c3997630-3995978|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2ATY3|UniRef50_R6WQS4,unclassified,1653,1,0.0.0.0,0.6049606775559588
gi|522837953|ref|NZ_KE159519.1|:918876-920528|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ATY3|UniRef50_R6WQS4,unclassified,1653,1,0.0.0.0,0.6049606775559588
gi|522837947|ref|NZ_KE159513.1|:c671740-670088|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_J9GUR1,unclassified,1653,1,0.0.0.0,0.6049606775559588
gi|498503065|ref|NZ_KB822571.1|:3696016-3699324|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_N2B1F5,unclassified,3309,2,0.0.0.0,0.6044122091266243
gi|522837947|ref|NZ_KE159513.1|:2098147-2099802|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VKI7|UniRef50_R6D207,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|555546126|ref|NZ_KI530573.1|:899003-900658|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RKZ5|UniRef50_V2RKZ5,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|498503065|ref|NZ_KB822571.1|:c6436963-6435308|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZC4|UniRef50_E3HVR7,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|555546126|ref|NZ_KI530573.1|:c650811-649156|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QI70|UniRef50_D4H768,unclassified,1656,1,6.1.1.19,0.6038647342995169
gi|498503065|ref|NZ_KB822571.1|:1071326-1072981|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WYR0|UniRef50_C9RPS9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1656,1,0.0.0.0,0.6038647342995169
gi|490160579|ref|NZ_KB822482.1|:672713-674368|97253|g__Eubacterium.s__Eubacterium_plexicaudatum|UniRef90_N2AUC5|UniRef50_R5QCH5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1656,1,0.0.0.0,0.6038647342995169
gi|498503065|ref|NZ_KB822571.1|:1071326-1072981|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WYR0|UniRef50_C9RPS9,root;k_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_Methanosarcina sp. MTP4,1656,1,0.0.0.0,0.6038647342995169
gi|498503065|ref|NZ_KB822571.1|:c2814905-2813250|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DQI2|UniRef50_C7MNW3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1656,1,0.0.0.0,0.6038647342995169
gi|490138457|ref|NZ_KB822569.1|:35696-37351|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEK9|UniRef50_N1ZEK9,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|423247421|ref|NZ_JH724140.1|:65910-67565|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,1,0.0.0.0,0.6038647342995169
gi|498503065|ref|NZ_KB822571.1|:c2814905-2813250|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DQI2|UniRef50_C7MNW3,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|498503065|ref|NZ_KB822571.1|:c2613882-2610571|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A2A2|UniRef50_N2BAS4,unclassified,3312,2,0.0.0.0,0.6038647342995169
gi|522837954|ref|NZ_KE159520.1|:288790-292101|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2A2|UniRef50_N2BAS4,unclassified,3312,2,0.0.0.0,0.6038647342995169
gi|294647135|ref|NZ_ADMP01000239.1|:c1793-138|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,1,0.0.0.0,0.6038647342995169
gi|490136654|ref|NZ_KB822566.1|:338964-340619|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK28|UniRef50_R5ABE1,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|522837947|ref|NZ_KE159513.1|:321164-322819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBU6|UniRef50_A3I1Q9,unclassified,1656,1,0.0.0.0,0.6038647342995169
gi|522837958|ref|NZ_KE159524.1|:c39103-37445|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YS04|UniRef50_R6JF08,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma bovoculi,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:4121537-4124854|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YMT4|UniRef50_R5DL27,unclassified,3318,2,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:c2411967-2408650|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRK1|UniRef50_R5URJ9,unclassified,3318,2,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1659,1,0.0.0.0,0.6027727546714888
gi|522837955|ref|NZ_KE159521.1|:198085-199743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1659,1,0.0.0.0,0.6027727546714888
gi|522837955|ref|NZ_KE159521.1|:198085-199743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A6A5|UniRef50_R5MRY4,unclassified,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:878706-880364|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YS04|UniRef50_R6JF08,unclassified,1659,1,0.0.0.0,0.6027727546714888
gi|483984589|ref|NZ_KB892646.1|:c57278-55620|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000377E948|UniRef50_R7JY56,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1659,1,0.0.0.0,0.6027727546714888
gi|522837953|ref|NZ_KE159519.1|:c871716-868393|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AU03|UniRef50_N2AU03,unclassified,3324,2,0.0.0.0,0.601684717208183
gi|498503065|ref|NZ_KB822571.1|:c1923051-1921390|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6I5|UniRef50_R6UV55,unclassified,1662,1,0.0.0.0,0.601684717208183
gi|298388208|ref|NZ_GG774732.1|:107-1768|469585|g__Bacteroides.s__Bacteroides_sp_1_1_14|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1662,1,0.0.0.0,0.601684717208183
gi|29345410|ref|NC_004663.1|:2490471-2492132|818|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1662,1,0.0.0.0,0.601684717208183
gi|410101285|ref|NZ_JH976471.1|:1027272-1028933|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5Z0|UniRef50_K6A5Z0,unclassified,1662,1,0.0.0.0,0.601684717208183
gi|498503065|ref|NZ_KB822571.1|:c2542071-2540407|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BBM3|UniRef50_P31206,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Capnocytophaga canimorsus,1665,1,3.2.1.18,0.6006006006006006
gi|522837947|ref|NZ_KE159513.1|:c1417360-1415696|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZG30|UniRef50_R5RSG4,unclassified,1665,1,0.0.0.0,0.6006006006006006
gi|485074307|ref|NZ_KB906269.1|:c62000-60336|86182|g__Curvibacter.s__Curvibacter_lanceolatus|UniRef90_UPI00037CCE3C|UniRef50_P45118,unclassified,1665,1,2.3.1.12,0.6006006006006006
gi|498503065|ref|NZ_KB822571.1|:c2542071-2540407|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BBM3|UniRef50_P31206,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter;s_Helicobacter sp. MIT 01-6242,1665,1,3.2.1.18,0.6006006006006006
gi|522837947|ref|NZ_KE159513.1|:c872204-870540|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5V9|UniRef50_F0R632,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus himalayensis,1665,1,0.0.0.0,0.6006006006006006
gi|498503065|ref|NZ_KB822571.1|:c1083296-1081632|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZN07|UniRef50_R5DDM9,unclassified,1665,1,0.0.0.0,0.6006006006006006
gi|498503065|ref|NZ_KB822571.1|:6453348-6455015|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DRE6|UniRef50_Q18JB5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1668,1,6.3.4.3,0.5995203836930456
gi|498503065|ref|NZ_KB822571.1|:6453348-6455015|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DRE6|UniRef50_Q18JB5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1668,1,6.3.4.3,0.5995203836930456
gi|498503065|ref|NZ_KB822571.1|:c6113754-6112084|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZK27|UniRef50_K5ZK27,unclassified,1671,1,0.0.0.0,0.5984440454817475
gi|483984529|ref|NZ_KB892638.1|:c63488-61818|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F6A91|UniRef50_Q5KYP6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1671,1,2.7.1.16,0.5984440454817475
gi|490136654|ref|NZ_KB822566.1|:c267017-265347|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ61|UniRef50_Q18JB5,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales,1671,1,6.3.4.3,0.5984440454817475
gi|544646705|ref|NZ_KE747886.1|:c8373-6703|1230476|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium sp.,1671,1,0.0.0.0,0.5984440454817475
gi|498503065|ref|NZ_KB822571.1|:3168209-3171553|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3345,2,0.0.0.0,0.5979073243647234
gi|490136654|ref|NZ_KB822566.1|:c54016-52343|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDD2|UniRef50_Q8UD63,unclassified,1674,1,2.3.3.13,0.5973715651135006
gi|490136654|ref|NZ_KB822566.1|:c54016-52343|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDD2|UniRef50_Q8UD63,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium perfringens,1674,1,2.3.3.13,0.5973715651135006
gi|498503065|ref|NZ_KB822571.1|:2554910-2558260|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_X5DGT9,unclassified,3351,2,0.0.0.0,0.5968367651447329
gi|498503065|ref|NZ_KB822571.1|:c6413970-6412294|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DFF6|UniRef50_Q64TC3,unclassified,1677,1,0.0.0.0,0.5963029218843172
gi|498503065|ref|NZ_KB822571.1|:c811039-807686|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BA72|UniRef50_N2BA72,unclassified,3354,2,0.0.0.0,0.5963029218843172
gi|483984568|ref|NZ_KB892643.1|:c65999-64323|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037B3B01|UniRef50_E0S1S7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1677,1,0.0.0.0,0.5963029218843172
