GeneID,Taxonomy,Length,Reads,EC#
gi|422320815|ref|NZ_GL636045.1|:c59016-58090|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_E3HPD5|UniRef50_A7K0S1,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio vulgaris,927,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1125224-1121412|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga pinensis,3813,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1125224-1121412|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,3813,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c3379669-3375866|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7DJ50,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,3804,1,2.7.7.7
gi|498503065|ref|NZ_KB822571.1|:c3379669-3375866|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7DJ50,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Halotalea;s_Halotalea alkalilenta,3804,1,2.7.7.7
gi|498503065|ref|NZ_KB822571.1|:c3379669-3375866|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7DJ50,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces albulus,3804,1,2.7.7.7
gi|498503065|ref|NZ_KB822571.1|:c3379669-3375866|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7DJ50,root,3804,1,2.7.7.7
gi|498503065|ref|NZ_KB822571.1|:5402306-5406316|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6L9N8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,4011,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c3092658-3088699|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_S0GNF1|UniRef50_R5D8N6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Halomonas;s_Halomonas sp. R57-5,3960,1,2.7.13.3
gi|498503065|ref|NZ_KB822571.1|:3660157-3663687|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Persicobacteraceae;g_Persicobacter;s_Persicobacter sp. JZB09,3531,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5129159-5132716|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root,3558,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5129159-5132716|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Natranaerobiales;f_Natranaerobiaceae;g_Natranaerobius;s_Natranaerobius thermophilus,3558,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5129159-5132716|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3558,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1545606-1541917|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5DBZ4,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pseudopedobacter;s_Pseudopedobacter saltans,3690,1,6.3.5.3
gi|498503065|ref|NZ_KB822571.1|:c1121337-1117045|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,4293,6,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1121337-1117045|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus yonginensis,4293,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1121337-1117045|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,4293,3,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1121337-1117045|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,4293,2,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1121337-1117045|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shimwellia;s_Shimwellia blattae,4293,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c4722454-4719077|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6L997,root;k_;p_;c_;o_;f_;g;_;s_uncultured prokaryote,3378,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4722454-4719077|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6L997,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Rufibacter;s_Rufibacter sp. DG15C,3378,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4722454-4719077|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6L997,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3378,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4722454-4719077|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6L997,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Zobellia;s_Zobellia galactanivorans,3378,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4722454-4719077|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6L997,root;k_Bacteria,3378,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3078394-3081846|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZNM3|UniRef50_Q89ZM0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3453,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c54325-50939|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella sp. oral taxon HOT-286,3387,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c54325-50939|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,3387,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4525257-4528685|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q5LCU8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3429,1,6.1.1.5
gi|498503065|ref|NZ_KB822571.1|:4525257-4528685|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q5LCU8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,3429,1,6.1.1.5
gi|498503065|ref|NZ_KB822571.1|:c5152564-5149142|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella melaninogenica,3423,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5153257-5156673|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YZ96|UniRef50_R6ETS2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,3417,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5153257-5156673|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YZ96|UniRef50_R6ETS2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,3417,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5153257-5156673|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YZ96|UniRef50_R6ETS2,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Dokdonia;s_Dokdonia sp. 4H-3-7-5,3417,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5663202-5665445|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6K765,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,2244,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6435082-6432833|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7IN27,root;k_Bacteria,2250,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6435082-6432833|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7IN27,root;k_Bacteria;p_Bacteroidetes,2250,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6435082-6432833|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7IN27,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2250,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6435082-6432833|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7IN27,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2250,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c570853-568643|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8JZS4,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Rufibacter;s_Rufibacter tibetensis,2211,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c570853-568643|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8JZS4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium orientale,2211,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c570853-568643|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8JZS4,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Capnocytophaga haemolytica,2211,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c570853-568643|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8JZS4,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter steynii,2211,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c570853-568643|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8JZS4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2211,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c2833835-2831613|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_B2RIW6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,2223,1,2.7.7.8
gi|498503065|ref|NZ_KB822571.1|:c2833835-2831613|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_B2RIW6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,2223,1,2.7.7.8
gi|498503065|ref|NZ_KB822571.1|:c2833835-2831613|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_B2RIW6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2223,2,2.7.7.8
gi|498503065|ref|NZ_KB822571.1|:c3999963-3997642|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5CB12,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,2322,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5347067-5349382|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6LCF8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,2316,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5347067-5349382|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6LCF8,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Dyadobacter;s_Dyadobacter fermentans,2316,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4824017-4821678|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5UPE4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,2340,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4824017-4821678|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5UPE4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,2340,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1651419-1649131|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B983|UniRef50_R5YX78,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium 1i11,2289,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1651419-1649131|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B983|UniRef50_R5YX78,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Entomoplasmataceae;g_Mesoplasma;s_Mesoplasma florum,2289,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c5622713-5620428|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7ESL0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales,2286,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5874414-5876717|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JQ95,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2304,1,3.2.1.52
gi|498503065|ref|NZ_KB822571.1|:5874414-5876717|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JQ95,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes,2304,1,3.2.1.52
gi|498503065|ref|NZ_KB822571.1|:c6338894-6336792|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5C2M3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2103,15,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6338894-6336792|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5C2M3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2103,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c264329-262245|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_E6SVA5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2085,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,2130,13,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2130,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2130,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,2130,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2130,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae;g_Ehrlichia,2130,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1279660-1277531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Xenorhabdus;s_Xenorhabdus hominickii,2130,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c332497-330380|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6SQM8,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter steynii,2118,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:946550-948625|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6KPI8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. YL32,2076,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c2096182-2094002|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6LH84,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2181,1,3.1.13.1
gi|498503065|ref|NZ_KB822571.1|:c5043415-5041229|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,2187,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1304018-1301835|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8UL57,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Petrimonas;s_Petrimonas mucosa,2184,1,3.6.4.12
gi|498503065|ref|NZ_KB822571.1|:c4068733-4066529|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q8A294,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,2205,2,3.6.1.1
gi|498503065|ref|NZ_KB822571.1|:c4068733-4066529|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q8A294,root;k_Bacteria;p_Nitrospirae;c_Nitrospira;o_Nitrospirales;f_Nitrospiraceae;g_Nitrospira;s_Candidatus Nitrospira inopinata,2205,1,3.6.1.1
gi|498503065|ref|NZ_KB822571.1|:4733994-4736129|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JC14,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2136,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1202661-1200511|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A2U077,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,2151,1,5.4.99.2
gi|498503065|ref|NZ_KB822571.1|:c1202661-1200511|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A2U077,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,2151,1,5.4.99.2
gi|498503065|ref|NZ_KB822571.1|:3907124-3909280|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6W323,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,2157,18,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3907124-3909280|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6W323,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2157,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1178444-1175928|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,2517,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6001935-5999374|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Yersinia;s_Yersinia aldovae,2562,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6001935-5999374|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root,2562,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6001935-5999374|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2562,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:880453-883023|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_D5EYI2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,2571,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4971455-4973938|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YYE5|UniRef50_K5YYE5,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia pickettii,2484,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:1476334-1478820|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6XCI5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2487,1,0.0.0.0
