GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|550260673|ref|NZ_KI440779.1|:146983-147156|1099853|g__Coprobacter.s__Coprobacter_fastidiosus|UniRef90_U5CR87|UniRef50_U5CR87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,174,7532,0.0.0.0,43287.356321839085
gi|498503065|ref|NZ_KB822571.1|:6310278-6311498|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AIS2|UniRef50_N2AIS2,unclassified,1221,1,0.0.0.0,0.8190008190008189
gi|522837958|ref|NZ_KE159524.1|:259302-260522|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z4X0|UniRef50_R7J913,unclassified,1221,1,0.0.0.0,0.8190008190008189
gi|498503065|ref|NZ_KB822571.1|:c2450433-2449213|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVS7|UniRef50_R5DD56,unclassified,1221,1,0.0.0.0,0.8190008190008189
gi|490137351|ref|NZ_KB822567.1|:135055-136275|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGH4|UniRef50_B1IK08,unclassified,1221,1,6.3.4.5,0.8190008190008189
gi|498503065|ref|NZ_KB822571.1|:c337116-333451|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B2Y0|UniRef50_R7AN00,unclassified,3666,3,0.0.0.0,0.8183306055646481
gi|316931396|ref|NC_014834.1|:618424-619647|1076|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris|UniRef90_E6VLG2|UniRef50_Q98P54,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Rhodopseudomonas;s_Rhodopseudomonas palustris,1224,1,0.0.0.0,0.8169934640522876
gi|490136654|ref|NZ_KB822566.1|:36864-38087|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ69|UniRef50_N1ZJ69,unclassified,1224,1,0.0.0.0,0.8169934640522876
gi|490137351|ref|NZ_KB822567.1|:c159291-158068|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z796|UniRef50_Q1C306,unclassified,1224,1,0.0.0.0,0.8169934640522876
gi|224514698|ref|NZ_CM000662.1|:c1321059-1319836|562|g__Escherichia.s__Escherichia_coli|UniRef90_B5Y275|UniRef50_Q1C165,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,1224,1,5.4.2.7,0.8169934640522876
gi|490152031|ref|NZ_KB822407.1|:c47332-43661|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_unknown|UniRef50_Q04E86,unclassified,3672,3,2.7.7.6,0.8169934640522876
gi|490134789|ref|NZ_KB822565.1|:c521912-519459|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMH3|UniRef50_E0S1E0,unclassified,2454,2,0.0.0.0,0.8149959250203749
gi|377520096|ref|NC_016822.1|:c2761377-2760151|624|g__Shigella.s__Shigella_sonnei|UniRef90_P76552|UniRef50_P76552,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1227,1,0.0.0.0,0.8149959250203749
gi|498503065|ref|NZ_KB822571.1|:c4797086-4795860|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUJ0|UniRef50_R5BX69,unclassified,1227,1,0.0.0.0,0.8149959250203749
gi|522837947|ref|NZ_KE159513.1|:c137508-136282|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZB26|UniRef50_Q2JLL9,unclassified,1227,1,2.6.1.83,0.8149959250203749
gi|417682380|ref|NZ_AFGC01000036.1|:c42496-41270|621|g__Shigella.s__Shigella_boydii|UniRef90_B6I9K6|UniRef50_Q71YN8,unclassified,1227,1,3.4.11.4,0.8149959250203749
gi|309786948|ref|NZ_ADUT01000040.1|:171216-172442|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_A8ALD5|UniRef50_B7V9D9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1227,1,5.4.3.8,0.8149959250203749
gi|387175331|ref|NZ_JH660541.1|:c1774228-1773002|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P76552|UniRef50_P76552,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1227,1,0.0.0.0,0.8149959250203749
gi|498503065|ref|NZ_KB822571.1|:c2303126-2300667|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6IIY3,unclassified,2460,2,0.0.0.0,0.8130081300813008
gi|406351866|ref|NZ_JH815253.1|:561620-562849|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P31666|UniRef50_P31666,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1230,1,0.0.0.0,0.8130081300813008
gi|555552016|ref|NZ_KI530588.1|:48906-50135|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PXT4|UniRef50_V2PXT4,unclassified,1230,1,6.3.4.19,0.8130081300813008
gi|522837953|ref|NZ_KE159519.1|:650724-651953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,unclassified,1230,1,0.0.0.0,0.8130081300813008
gi|522837953|ref|NZ_KE159519.1|:c1600256-1599027|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B2A6|UniRef50_R6WYQ7,unclassified,1230,1,0.0.0.0,0.8130081300813008
gi|485858586|ref|NZ_APXZ01000105.1|:8252-9481|562|g__Escherichia.s__Escherichia_coli|UniRef90_P75712|UniRef50_P75712,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1230,1,0.0.0.0,0.8130081300813008
gi|552876418|ref|NZ_KI515685.1|:c44313-43084|1203635|g__Propionibacterium.s__Propionibacterium_sp_KPL2009|UniRef90_F9YZC3|UniRef50_O33952,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1230,1,1.1.1.22,0.8130081300813008
gi|387175329|ref|NZ_JH660539.1|:611842-613071|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P31666|UniRef50_P31666,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1230,1,0.0.0.0,0.8130081300813008
gi|483984529|ref|NZ_KB892638.1|:274434-275663|33035|g__Blautia.s__Blautia_producta|UniRef90_R5REJ3|UniRef50_B1IK08,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1230,1,6.3.4.5,0.8130081300813008
gi|410101286|ref|NZ_JH976472.1|:223662-226124|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8AA39,unclassified,2463,2,6.1.1.20,0.8120178643930166
gi|418322562|ref|NZ_AGUA01000010.1|:c2532-1300|170573|g__Staphylococcus.s__Staphylococcus_pettenkoferi|UniRef90_H0DEG9|UniRef50_H0DEG9,unclassified,1233,1,0.0.0.0,0.8110300081103
gi|490136654|ref|NZ_KB822566.1|:c262188-260956|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNB0|UniRef50_C5CFW1,unclassified,1233,1,0.0.0.0,0.8110300081103
gi|483985043|ref|NZ_KB892693.1|:c71457-70225|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037085F3|UniRef50_R6R2D6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1233,1,0.0.0.0,0.8110300081103
gi|490136654|ref|NZ_KB822566.1|:305604-306836|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJZ2|UniRef50_R7B8M6,unclassified,1233,1,2.7.7.18,0.8110300081103
gi|545239606|ref|NZ_KE700619.1|:c3595806-3594574|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39386|UniRef50_P39386,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1233,1,0.0.0.0,0.8110300081103
gi|483530274|ref|NZ_BARE01000063.1|:c14386-13154|121428|g__Sphingobium.s__Sphingobium_xenophagum|UniRef90_N1MGN7|UniRef50_A4XE39,unclassified,1233,1,0.0.0.0,0.8110300081103
gi|410101285|ref|NZ_JH976471.1|:c1374347-1373115|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A407|UniRef50_R5CEI1,unclassified,1233,1,0.0.0.0,0.8110300081103
gi|498503065|ref|NZ_KB822571.1|:c2527197-2525965|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A407|UniRef50_R5CEI1,unclassified,1233,1,0.0.0.0,0.8110300081103
gi|490948409|ref|NZ_KB849444.1|:c284315-281847|108981|g__Acinetobacter.s__Acinetobacter_schindleri|UniRef90_unknown|UniRef50_A5WH07,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter,2469,2,0.0.0.0,0.8100445524503849
gi|498503065|ref|NZ_KB822571.1|:3023185-3024420|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZA56|UniRef50_R5DLK6,unclassified,1236,1,0.0.0.0,0.8090614886731392
gi|512436198|ref|NZ_KE159486.1|:702819-704054|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1236,1,0.0.0.0,0.8090614886731392
gi|552879811|ref|NZ_AXME01000001.1|:653182-654417|1203634|g__Propionibacterium.s__Propionibacterium_sp_KPL2008|UniRef90_G0DUZ5|UniRef50_F8A5M8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1236,1,0.0.0.0,0.8090614886731392
gi|424145476|ref|NZ_JH707607.1|:c69229-67994|562|g__Escherichia.s__Escherichia_coli|UniRef90_P12281|UniRef50_Q56066,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1236,1,2.10.1.1,0.8090614886731392
gi|490134789|ref|NZ_KB822565.1|:c531065-529830|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX8|UniRef50_K9TLY0,unclassified,1236,1,0.0.0.0,0.8090614886731392
gi|490137911|ref|NZ_KB822568.1|:c43896-41425|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB44|UniRef50_N1ZB44,unclassified,2472,2,0.0.0.0,0.8090614886731392
gi|417945643|ref|NZ_AFVX01000019.1|:c52234-50999|562|g__Escherichia.s__Escherichia_coli|UniRef90_P25550|UniRef50_P25550,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1236,1,0.0.0.0,0.8090614886731392
gi|490134789|ref|NZ_KB822565.1|:323125-324360|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZT86|UniRef50_Q73WG1,unclassified,1236,1,2.1.2.1,0.8090614886731392
gi|552896371|ref|NZ_AXMI01000002.1|:47384-48619|1203577|g__Propionibacterium.s__Propionibacterium_sp_KPL1854|UniRef90_G0DUZ5|UniRef50_F8A5M8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1236,1,0.0.0.0,0.8090614886731392
gi|545267136|ref|NZ_KE701653.1|:2097311-2099782|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_N3GRF4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2472,2,0.0.0.0,0.8090614886731392
gi|410101287|ref|NZ_JH976473.1|:c1051465-1050230|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YHJ5|UniRef50_R5DIC6,unclassified,1236,1,0.0.0.0,0.8090614886731392
gi|483985043|ref|NZ_KB892693.1|:10474-11712|33035|g__Blautia.s__Blautia_producta|UniRef90_R6RIN7|UniRef50_Q73WG1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1239,1,2.1.2.1,0.8071025020177562
gi|490137351|ref|NZ_KB822567.1|:122617-123855|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCZ2|UniRef50_N1ZCZ2,unclassified,1239,1,0.0.0.0,0.8071025020177562
gi|498503065|ref|NZ_KB822571.1|:5214622-5215860|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZ33|UniRef50_R5U725,unclassified,1239,1,0.0.0.0,0.8071025020177562
gi|387175331|ref|NZ_JH660541.1|:263061-264302|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P19926|UniRef50_P19926,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1242,1,3.1.3.10,0.8051529790660226
gi|498503065|ref|NZ_KB822571.1|:c5801137-5799896|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DEX2|UniRef50_Q02550,unclassified,1242,1,0.0.0.0,0.8051529790660226
gi|410101290|ref|NZ_JH976476.1|:c364583-362100|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YYE5|UniRef50_K5YYE5,unclassified,2484,2,0.0.0.0,0.8051529790660226
gi|552891898|ref|NZ_AXMG01000001.1|:c1647979-1646738|1203631|g__Propionibacterium.s__Propionibacterium_sp_KPL2003|UniRef90_D4HFF8|UniRef50_Q9XAD5,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1242,1,2.8.1.7,0.8051529790660226
gi|224580995|ref|NZ_GG657384.1|:c470886-469645|562|g__Shigella.s__Shigella_sp_D9|UniRef90_Q8X643|UniRef50_Q8X643,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1242,1,1.3.1.1,0.8051529790660226
gi|552897201|ref|NZ_AXMI01000004.1|:c91828-90587|1203577|g__Propionibacterium.s__Propionibacterium_sp_KPL1854|UniRef90_D4H9E3|UniRef50_D4H9E3,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1242,1,0.0.0.0,0.8051529790660226
gi|555552016|ref|NZ_KI530588.1|:102095-103336|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PXY1|UniRef50_C0QS00,unclassified,1242,1,1.2.1.41,0.8051529790660226
gi|410101286|ref|NZ_JH976472.1|:c1126278-1125037|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YSK5|UniRef50_R6CZI5,unclassified,1242,1,0.0.0.0,0.8051529790660226
gi|335051661|ref|NZ_AFIK01000060.1|:c16512-15271|936047|g__Propionibacterium.s__Propionibacterium_sp_409_HC1|UniRef90_D4H9E3|UniRef50_D4H9E3,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1242,1,0.0.0.0,0.8051529790660226
gi|498503065|ref|NZ_KB822571.1|:c2543337-2542093|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A255|UniRef50_R5JV60,unclassified,1245,1,0.0.0.0,0.8032128514056224
gi|433034977|ref|NZ_ANXP01000109.1|:c75901-74657|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AAD2|UniRef50_P44614,root;k_Bacteria,1245,1,0.0.0.0,0.8032128514056224
gi|552876418|ref|NZ_KI515685.1|:33330-34574|1203635|g__Propionibacterium.s__Propionibacterium_sp_KPL2009|UniRef90_Q6AA78|UniRef50_Q89DX7,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1245,1,3.5.3.6,0.8032128514056224
gi|522837947|ref|NZ_KE159513.1|:783498-784742|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YPG7|UniRef50_D9RS64,unclassified,1245,1,0.0.0.0,0.8032128514056224
gi|395006901|ref|NZ_AKJX01000126.1|:11009-12253|1144317|g__Acidovorax.s__Acidovorax_sp_CF316|UniRef90_A1TP38|UniRef50_W8V973,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Collimonas;s_Collimonas arenae,1245,1,0.0.0.0,0.8032128514056224
gi|522837955|ref|NZ_KE159521.1|:c173195-171951|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A7AI14|UniRef50_K4IJM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1245,1,0.0.0.0,0.8032128514056224
gi|387175331|ref|NZ_JH660541.1|:c2594326-2593082|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P0AAD2|UniRef50_P44614,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1245,1,0.0.0.0,0.8032128514056224
gi|498503065|ref|NZ_KB822571.1|:c419131-417887|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B6G0|UniRef50_R6RSX5,unclassified,1245,1,0.0.0.0,0.8032128514056224
gi|522837958|ref|NZ_KE159524.1|:136140-137384|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMB7|UniRef50_G8UQ94,unclassified,1245,1,0.0.0.0,0.8032128514056224
gi|552876815|ref|NZ_KI515686.1|:717928-720420|1203635|g__Propionibacterium.s__Propionibacterium_sp_KPL2009|UniRef90_unknown|UniRef50_E4D2T2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,2493,2,0.0.0.0,0.8022462896109106
gi|342211239|ref|NZ_AFUK01000001.1|:481018-483510|1005703|g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2|UniRef90_unknown|UniRef50_E4D2T2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,2493,2,0.0.0.0,0.8022462896109106
gi|498503065|ref|NZ_KB822571.1|:c6677797-6672812|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2ASG6|UniRef50_N2ASG6,unclassified,4986,4,0.0.0.0,0.8022462896109106
gi|410101286|ref|NZ_JH976472.1|:123724-124971|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1B7|UniRef50_R7PBD0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella enoeca,1248,1,0.0.0.0,0.8012820512820513
gi|552897201|ref|NZ_AXMI01000004.1|:690619-691866|1203577|g__Propionibacterium.s__Propionibacterium_sp_KPL1854|UniRef90_G8VDD1|UniRef50_D4HBV2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1248,1,0.0.0.0,0.8012820512820513
gi|512644305|ref|NZ_KE150458.1|:c672746-671499|712383|g__Microbacterium.s__Microbacterium_sp_oral_taxon_186|UniRef90_S3AC62|UniRef50_P60231,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium sp. No. 7,1248,1,0.0.0.0,0.8012820512820513
gi|410101286|ref|NZ_JH976472.1|:123724-124971|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1B7|UniRef50_R7PBD0,unclassified,1248,1,0.0.0.0,0.8012820512820513
gi|387175331|ref|NZ_JH660541.1|:c1722154-1720907|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P77579|UniRef50_Q83QP2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1248,1,0.0.0.0,0.8012820512820513
gi|335055158|ref|NZ_AFIL01000073.1|:c3908-2661|936048|g__Propionibacterium.s__Propionibacterium_sp_434_HC2|UniRef90_G7UAB6|UniRef50_D7GF98,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1248,1,3.1.11.6,0.8012820512820513
gi|490134789|ref|NZ_KB822565.1|:c998612-997365|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCK4|UniRef50_A9KIA5,unclassified,1248,1,6.1.1.21,0.8012820512820513
gi|490134789|ref|NZ_KB822565.1|:c753680-752433|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM11|UniRef50_N1ZM11,unclassified,1248,1,0.0.0.0,0.8012820512820513
gi|498503065|ref|NZ_KB822571.1|:c6058380-6057133|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YEH4|UniRef50_R5DPS3,unclassified,1248,1,0.0.0.0,0.8012820512820513
gi|342211239|ref|NZ_AFUK01000001.1|:457393-458640|1005703|g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2|UniRef90_G8VDD1|UniRef50_D4HBV2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1248,1,0.0.0.0,0.8012820512820513
gi|522837956|ref|NZ_KE159522.1|:148514-149761|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9Z7|UniRef50_A6LFF3,unclassified,1248,1,0.0.0.0,0.8012820512820513
gi|555552997|ref|NZ_KI530589.1|:c5517-4270|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q9M9|UniRef50_F3Z3L1,unclassified,1248,1,0.0.0.0,0.8012820512820513
gi|490138457|ref|NZ_KB822569.1|:c58518-57271|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAH6|UniRef50_N1ZAH6,unclassified,1248,1,0.0.0.0,0.8012820512820513
gi|476380656|ref|NZ_KB732403.1|:c1244844-1243594|562|g__Escherichia.s__Escherichia_coli|UniRef90_P33021|UniRef50_P44742,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1251,1,0.0.0.0,0.7993605115907275
gi|483984714|ref|NZ_KB892660.1|:c209535-208285|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000381AF94|UniRef50_R6L493,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1251,1,0.0.0.0,0.7993605115907275
gi|498503065|ref|NZ_KB822571.1|:c6604378-6603128|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DD61|UniRef50_R5I772,unclassified,1251,1,0.0.0.0,0.7993605115907275
gi|418262414|ref|NZ_AGRD01000015.1|:192561-193811|624|g__Shigella.s__Shigella_sonnei|UniRef90_A8AJL6|UniRef50_Q8X534,root;k_Bacteria,1251,1,0.0.0.0,0.7993605115907275
gi|452721410|ref|NZ_AJMD01000007.1|:50747-51997|562|g__Escherichia.s__Escherichia_coli|UniRef90_P08200|UniRef50_Q9ZH99,unclassified,1251,1,1.1.1.42,0.7993605115907275
gi|57165207|ref|NC_002678.2|:c1700018-1697517|1287085|g__Mesorhizobium.s__Mesorhizobium_loti|UniRef90_unknown|UniRef50_L0KJB6,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium,2502,2,0.0.0.0,0.7993605115907275
gi|406351884|ref|NZ_JH815271.1|:995954-997204|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P08200|UniRef50_Q9ZH99,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1251,1,1.1.1.42,0.7993605115907275
gi|522837953|ref|NZ_KE159519.1|:c1262260-1261010|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTS6|UniRef50_B2RLA8,unclassified,1251,1,3.5.2.7,0.7993605115907275
gi|498503065|ref|NZ_KB822571.1|:39618-40871|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BE26|UniRef50_N2BE26,unclassified,1254,1,0.0.0.0,0.7974481658692185
gi|270295698|ref|NZ_GG730107.1|:c917283-916030|585543|g__Bacteroides.s__Bacteroides_sp_D20|UniRef90_R7EGN4|UniRef50_R5AQW0,unclassified,1254,1,0.0.0.0,0.7974481658692185
gi|498503065|ref|NZ_KB822571.1|:2942763-2944016|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZMQ5|UniRef50_K5ZMQ5,unclassified,1254,1,0.0.0.0,0.7974481658692185
gi|415845630|ref|NZ_ADUU01000030.1|:23083-24336|624|g__Shigella.s__Shigella_sonnei|UniRef90_P63884|UniRef50_P63884,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1254,1,3.5.1.28,0.7974481658692185
gi|452303148|ref|NZ_AEMF01000001.1|:3827146-3828399|754333|g__Escherichia.s__Escherichia_sp_TW11588|UniRef90_unknown|UniRef50_A7ZR14,root;k_Bacteria,1254,1,2.1.2.10,0.7974481658692185
gi|417724449|ref|NZ_AFGZ01000058.1|:c12910-11657|623|g__Shigella.s__Shigella_flexneri|UniRef90_P63884|UniRef50_P63884,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1254,1,3.5.1.28,0.7974481658692185
gi|406351888|ref|NZ_JH815275.1|:308514-309767|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P09053|UniRef50_P09053,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1254,1,0.0.0.0,0.7974481658692185
gi|490134789|ref|NZ_KB822565.1|:c713386-712133|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMP8|UniRef50_R5AG58,unclassified,1254,1,2.5.1.7,0.7974481658692185
